Customer ID,Age,Gender,Category,Purchase Amount (USD),Size,Season,Review Rating,Shipping Type,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
135,43.0,Male,Accessories,94.0,L,Fall,4.9,Store Pickup,Yes,25,Cash,Monthly
136,43.0,Male,Footwear,,M,Fall,4.1,Express,Yes,12,PayPal,Quarterly
137,39.0,Male,Clothing,86.0,M,Winter,3.3,Free Shipping,Yes,4,Debit Card,Quarterly
138,68.0,Male,Footwear,,M,Spring,4.7,Free Shipping,Yes,38,PayPal,Weekly
139,68.0,Male,Clothing,29.0,M,Winter,4.4,Store Pickup,Yes,42,Bank Transfer,Weekly
140,49.0,Male,Outerwear,95.0,M,Fall,3.8,Store Pickup,Yes,30,Venmo,Annually
141,63.0,Male,Clothing,,L,Fall,3.9,2-Day Shipping,Yes,50,Credit Card,Weekly
142,56.0,,Accessories,46.0,M,Fall,4.9,Free Shipping,Yes,45,PayPal,Weekly
143,37.0,Male,Outerwear,,L,Fall,3.1,Free Shipping,Yes,33,Credit Card,Fortnightly
144,30.0,Male,Outerwear,,M,Fall,,Store Pickup,Yes,25,PayPal,Quarterly
145,19.0,Male,Footwear,43.0,M,Fall,,Express,Yes,25,Cash,Monthly
146,24.0,Male,Accessories,95.0,M,Fall,4.5,Standard,Yes,44,Debit Card,Quarterly
147,52.0,Male,Clothing,30.0,S,Fall,4.0,Standard,Yes,21,Venmo,
148,63.0,Male,Footwear,,M,Summer,3.5,2-Day Shipping,Yes,31,Bank Transfer,Fortnightly
149,37.0,Male,Accessories,90.0,M,Fall,,Store Pickup,Yes,47,Debit Card,Annually
150,38.0,Male,Clothing,76.0,M,Summer,,Free Shipping,Yes,14,PayPal,Monthly
151,35.0,,Footwear,96.0,L,Fall,,Standard,Yes,17,Debit Card,Every 3 Months
152,28.0,Male,,47.0,L,Fall,,Next Day Air,Yes,3,Venmo,Annually
153,30.0,,Clothing,85.0,S,Summer,4.3,Express,Yes,42,Venmo,Annually
154,69.0,Male,Clothing,55.0,M,Winter,3.2,Standard,Yes,22,Debit Card,Annually
155,41.0,Male,Clothing,98.0,M,Fall,3.6,Next Day Air,Yes,21,Venmo,Quarterly
156,63.0,Male,Clothing,77.0,S,Spring,,Free Shipping,Yes,21,Bank Transfer,Quarterly
157,,Male,Clothing,26.0,M,Fall,4.0,Standard,Yes,40,Debit Card,Annually
158,36.0,Male,Accessories,68.0,S,Fall,,Next Day Air,Yes,1,Bank Transfer,Fortnightly
159,25.0,Male,Clothing,73.0,XL,Fall,4.1,Standard,Yes,50,Bank Transfer,
160,58.0,Male,Accessories,27.0,M,Fall,3.8,Store Pickup,Yes,39,Bank Transfer,Every 3 Months
161,27.0,Male,Accessories,23.0,M,Summer,4.6,Free Shipping,Yes,34,Venmo,Monthly
162,,Male,Accessories,49.0,M,Fall,,Express,Yes,29,Venmo,Fortnightly
163,54.0,Male,Accessories,74.0,M,Summer,3.0,Store Pickup,Yes,31,PayPal,Bi-Weekly
164,54.0,Male,Clothing,67.0,M,Summer,3.4,Standard,Yes,8,Debit Card,Weekly
165,59.0,Male,Accessories,65.0,S,Spring,2.6,Free Shipping,Yes,5,Credit Card,Fortnightly
166,42.0,Male,Accessories,60.0,S,Winter,2.8,Store Pickup,Yes,7,Cash,
167,46.0,Male,Footwear,,XL,Fall,4.0,Store Pickup,Yes,30,Cash,
168,33.0,Male,Accessories,27.0,M,Fall,4.0,Express,Yes,14,Credit Card,Every 3 Months
169,,Male,Footwear,80.0,M,Summer,3.0,Express,Yes,5,Cash,Fortnightly
170,27.0,Male,Outerwear,30.0,S,Summer,3.3,Standard,Yes,3,PayPal,Every 3 Months
171,52.0,Male,Clothing,25.0,M,Fall,2.6,Store Pickup,Yes,46,Venmo,
172,29.0,Male,Clothing,35.0,M,Summer,3.6,Store Pickup,Yes,4,Credit Card,Weekly
173,54.0,Male,Accessories,67.0,M,Summer,3.9,Next Day Air,Yes,42,Credit Card,Bi-Weekly
174,25.0,Male,,,M,Fall,3.4,Standard,Yes,30,Cash,Annually
175,41.0,Male,Footwear,,L,Winter,3.5,Express,Yes,37,Venmo,Annually
176,53.0,Male,Outerwear,86.0,L,Fall,,Next Day Air,Yes,2,Bank Transfer,Annually
177,53.0,Male,Accessories,81.0,L,Spring,,Next Day Air,Yes,30,Credit Card,Quarterly
178,,Male,Clothing,,L,Fall,,Next Day Air,Yes,47,Bank Transfer,Monthly
179,,Male,,,L,Fall,,2-Day Shipping,Yes,21,PayPal,Quarterly
180,64.0,Male,Footwear,31.0,M,Fall,4.9,Store Pickup,Yes,9,Bank Transfer,
181,51.0,Male,Footwear,81.0,L,Fall,,Store Pickup,Yes,12,Debit Card,Fortnightly
182,32.0,Male,,61.0,M,Summer,4.7,Next Day Air,Yes,4,Bank Transfer,Weekly
183,,,Accessories,96.0,XL,Summer,2.8,Store Pickup,Yes,10,Debit Card,Annually
184,58.0,Male,Clothing,29.0,XL,Spring,3.6,2-Day Shipping,Yes,26,Credit Card,Weekly
185,32.0,Male,Footwear,33.0,L,Spring,3.0,Express,Yes,40,Cash,Fortnightly
186,,Male,Clothing,32.0,XL,Summer,4.5,Store Pickup,Yes,34,Bank Transfer,Fortnightly
187,39.0,,Accessories,56.0,S,Summer,2.9,Standard,Yes,31,Debit Card,Annually
188,19.0,,Footwear,94.0,S,Spring,3.3,Store Pickup,Yes,1,Bank Transfer,Bi-Weekly
189,,Male,Clothing,53.0,M,Spring,3.1,Express,Yes,5,Bank Transfer,Bi-Weekly
190,36.0,Male,Clothing,82.0,M,Fall,4.4,Next Day Air,Yes,4,Credit Card,Weekly
191,65.0,Male,Outerwear,70.0,XL,Fall,3.0,Free Shipping,Yes,48,Venmo,Quarterly
192,64.0,Male,Accessories,76.0,M,Fall,3.9,Free Shipping,Yes,29,Cash,Every 3 Months
193,46.0,,Footwear,,L,Summer,2.9,Express,Yes,12,PayPal,Bi-Weekly
194,36.0,Male,Accessories,100.0,S,Fall,3.0,Standard,Yes,29,Venmo,Annually
195,,Male,Accessories,94.0,M,Spring,3.1,Express,Yes,15,Debit Card,Quarterly
196,51.0,Male,Outerwear,25.0,M,Fall,4.3,Free Shipping,Yes,34,Credit Card,Monthly
197,38.0,Male,Footwear,88.0,M,Summer,3.9,Next Day Air,Yes,41,Credit Card,Fortnightly
198,59.0,Male,Accessories,78.0,M,Fall,3.2,2-Day Shipping,Yes,41,Credit Card,Monthly
199,57.0,Male,Accessories,45.0,M,Winter,4.8,Standard,Yes,39,Credit Card,Fortnightly
200,54.0,Male,Accessories,73.0,XL,Summer,,Express,Yes,32,Cash,Weekly
201,25.0,Male,Clothing,61.0,S,Summer,3.3,Next Day Air,Yes,29,Venmo,Monthly
202,69.0,Male,Clothing,,S,Fall,,Free Shipping,Yes,15,Bank Transfer,Annually
203,57.0,Male,Accessories,38.0,L,Spring,,Express,Yes,33,Venmo,Annually
204,70.0,Male,Accessories,,S,Fall,3.2,Next Day Air,Yes,18,Bank Transfer,Weekly
205,24.0,,Footwear,,M,Fall,4.0,Store Pickup,Yes,35,Cash,Bi-Weekly
206,67.0,Male,Clothing,64.0,M,Winter,3.0,Standard,Yes,25,PayPal,Weekly
207,24.0,Male,Clothing,55.0,L,Summer,4.2,Free Shipping,Yes,6,Venmo,Fortnightly
208,62.0,,Accessories,91.0,M,Summer,2.9,Express,Yes,17,Bank Transfer,Bi-Weekly
209,57.0,Male,Clothing,38.0,M,Spring,4.1,Store Pickup,Yes,17,Credit Card,Monthly
210,55.0,Male,Footwear,97.0,S,Winter,3.2,Store Pickup,Yes,44,Cash,Every 3 Months
211,45.0,Male,,22.0,L,Fall,3.0,2-Day Shipping,Yes,6,PayPal,
212,69.0,Male,Clothing,92.0,L,Fall,4.2,2-Day Shipping,Yes,45,Debit Card,Fortnightly
213,67.0,Male,Accessories,84.0,L,Fall,,Express,Yes,7,Debit Card,Annually
214,30.0,Male,Accessories,93.0,L,Fall,,Store Pickup,Yes,11,Debit Card,Every 3 Months
215,24.0,Male,Outerwear,50.0,L,Summer,4.2,Next Day Air,Yes,41,Cash,Every 3 Months
216,62.0,Male,Accessories,,S,Spring,2.8,2-Day Shipping,Yes,24,PayPal,Bi-Weekly
217,43.0,,,,L,Spring,3.7,Free Shipping,Yes,21,Venmo,Weekly
218,35.0,Male,Accessories,48.0,M,Winter,3.5,Next Day Air,Yes,24,Bank Transfer,Annually
219,28.0,Male,Clothing,,S,Spring,2.9,Store Pickup,Yes,8,Credit Card,Quarterly
220,32.0,Male,Accessories,88.0,M,Spring,,Free Shipping,Yes,12,Cash,Fortnightly
221,39.0,Male,Footwear,57.0,S,Spring,3.7,Express,Yes,48,Debit Card,Fortnightly
222,28.0,Male,Accessories,68.0,XL,Summer,4.4,Store Pickup,Yes,6,Bank Transfer,Quarterly
223,47.0,Male,Accessories,94.0,XL,Spring,,2-Day Shipping,Yes,14,PayPal,Fortnightly
224,20.0,Male,Clothing,41.0,M,Spring,4.8,Free Shipping,Yes,34,PayPal,Annually
225,63.0,Male,Clothing,83.0,S,Summer,2.9,Free Shipping,Yes,12,Cash,Every 3 Months
226,25.0,Male,Outerwear,22.0,M,Spring,3.2,Next Day Air,Yes,11,Bank Transfer,Annually
227,29.0,Male,Footwear,74.0,L,Spring,3.3,Free Shipping,Yes,5,PayPal,Monthly
228,50.0,Male,Clothing,90.0,M,Winter,4.2,Standard,Yes,25,Venmo,Fortnightly
229,18.0,Male,,,M,Spring,2.9,Store Pickup,Yes,11,Credit Card,
230,70.0,Male,Footwear,28.0,S,Spring,4.6,Next Day Air,Yes,27,PayPal,Every 3 Months
231,66.0,Male,Accessories,88.0,L,Fall,4.1,Standard,Yes,43,Credit Card,Annually
232,,Male,Clothing,26.0,M,Spring,,2-Day Shipping,Yes,18,Debit Card,Every 3 Months
233,,Male,Accessories,27.0,L,Winter,4.2,Express,Yes,32,Bank Transfer,Bi-Weekly
234,19.0,Male,Clothing,83.0,XL,Fall,4.5,Next Day Air,Yes,27,Bank Transfer,Every 3 Months
235,20.0,Male,Accessories,39.0,S,Summer,3.7,Next Day Air,Yes,24,Credit Card,Weekly
236,43.0,Male,Accessories,89.0,M,Winter,,Free Shipping,Yes,31,Debit Card,Quarterly
237,38.0,Male,Outerwear,,L,Winter,,Next Day Air,Yes,39,PayPal,Fortnightly
238,50.0,Male,,90.0,M,Summer,3.0,Store Pickup,Yes,36,Debit Card,Fortnightly
239,64.0,Male,Clothing,34.0,M,Fall,4.2,Free Shipping,Yes,5,Cash,Annually
240,,Male,Clothing,51.0,L,Summer,2.9,Express,Yes,47,Credit Card,Bi-Weekly
241,47.0,Male,Clothing,45.0,XL,Winter,3.5,Free Shipping,Yes,29,Bank Transfer,
242,,Male,Clothing,88.0,M,Winter,4.1,Free Shipping,Yes,43,Venmo,Bi-Weekly
243,55.0,Male,,85.0,L,Summer,4.3,Store Pickup,Yes,40,Debit Card,Every 3 Months
244,25.0,,Accessories,,M,Winter,2.8,2-Day Shipping,Yes,4,Debit Card,Monthly
245,53.0,Male,Accessories,,S,Spring,4.9,2-Day Shipping,Yes,39,PayPal,Weekly
246,,Male,Footwear,53.0,L,Summer,3.3,Next Day Air,Yes,45,Venmo,Fortnightly
247,35.0,Male,Accessories,86.0,XL,Spring,3.2,Express,Yes,20,Venmo,
248,29.0,Male,Clothing,66.0,XL,Spring,4.4,Standard,Yes,14,Debit Card,Weekly
249,47.0,Male,Accessories,100.0,M,Winter,4.8,Express,Yes,33,PayPal,Weekly
250,53.0,Male,Accessories,47.0,S,Fall,4.2,Standard,Yes,18,Credit Card,Annually
251,33.0,Male,Clothing,25.0,L,Fall,4.0,Express,Yes,9,Bank Transfer,Weekly
252,,Male,Accessories,51.0,XL,Winter,2.5,Standard,Yes,34,PayPal,Annually
253,32.0,Male,Clothing,41.0,M,Summer,3.9,Free Shipping,Yes,33,Venmo,
254,52.0,Male,Footwear,73.0,L,Winter,4.9,2-Day Shipping,Yes,15,Bank Transfer,Bi-Weekly
255,67.0,Male,Accessories,,M,Winter,3.5,Store Pickup,Yes,4,PayPal,Bi-Weekly
256,,Male,Accessories,20.0,M,Spring,4.2,Free Shipping,Yes,25,Debit Card,Annually
257,58.0,Male,Accessories,,XL,Spring,4.7,Express,Yes,20,Credit Card,Every 3 Months
258,,Male,Accessories,,M,Summer,,Express,Yes,5,Credit Card,Quarterly
259,61.0,Male,Accessories,,S,Spring,2.8,Express,Yes,16,Cash,Quarterly
260,32.0,Male,Clothing,57.0,M,Fall,,Standard,Yes,13,Debit Card,Annually
261,38.0,Male,Accessories,57.0,S,Winter,3.2,2-Day Shipping,Yes,11,Credit Card,Every 3 Months
262,21.0,Male,Clothing,77.0,L,Winter,,Standard,Yes,21,Credit Card,Annually
263,37.0,Male,Clothing,40.0,M,Summer,,Next Day Air,Yes,6,Debit Card,Annually
264,,,Clothing,46.0,M,Summer,4.3,Store Pickup,Yes,29,Venmo,
265,36.0,Male,Clothing,78.0,S,Fall,3.9,Store Pickup,Yes,15,Cash,Annually
266,,Male,Accessories,59.0,M,Spring,3.2,2-Day Shipping,Yes,17,Bank Transfer,Bi-Weekly
267,,Male,Accessories,,L,Summer,3.1,Express,Yes,32,Credit Card,Weekly
268,64.0,Male,Clothing,54.0,M,Spring,3.9,2-Day Shipping,Yes,42,Venmo,Annually
269,68.0,Male,Footwear,42.0,M,Spring,2.6,Store Pickup,Yes,21,Cash,Monthly
270,68.0,,Clothing,44.0,M,Winter,3.3,Next Day Air,Yes,9,Cash,Bi-Weekly
271,33.0,Male,Clothing,,XL,Fall,4.6,Free Shipping,Yes,16,Bank Transfer,Annually
272,,Male,Accessories,69.0,XL,Summer,4.6,Express,Yes,42,Credit Card,Fortnightly
273,,Male,Accessories,26.0,M,Summer,4.4,2-Day Shipping,Yes,37,Debit Card,Bi-Weekly
274,69.0,Male,Outerwear,33.0,S,Spring,4.2,Express,Yes,32,Debit Card,Quarterly
275,59.0,Male,Accessories,,M,Spring,3.0,Express,Yes,28,Cash,Bi-Weekly
276,48.0,Male,Accessories,85.0,XL,Winter,4.0,Express,Yes,13,Credit Card,Weekly
277,25.0,Male,Clothing,,XL,Fall,3.5,Express,Yes,11,Bank Transfer,
278,,Male,Clothing,29.0,M,Winter,3.0,Store Pickup,Yes,36,Bank Transfer,Bi-Weekly
279,,Male,Clothing,95.0,M,Spring,3.7,Express,Yes,23,Debit Card,Annually
280,23.0,Male,Footwear,69.0,L,Summer,4.0,Standard,Yes,37,Bank Transfer,Monthly
